Doc ID,Question,Answer,Ground Truth,Prediction,Score,Stage,Text Output,Cumulative Confidences
7834,Is there a chair in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9658207298325134, 0.9658133613017011]"
7835,Is there a giraffe in the image?,no,no,no,1.0,Stage 1,No,"[0.9954445363091065, 0.9954337377811784]"
7835,Is there a giraffe in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9959754348801207, 0.9959685486673264]"
7836,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9908549786614014, 0.9908521439016535]"
7836,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9930764437721802, 0.9930747864963652]"
7837,Is there a bus in the image?,no,no,no,1.0,Stage 1,No,"[0.9973586202667786, 0.9973569558447388]"
7837,Is there a bus in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9970990420387816, 0.9970978535038076]"
7838,Is there a sports ball in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.933350384335382, 0.9333486042041376]"
7838,Is there a sports ball in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.970162034134729, 0.9701604150991696]"
7839,Is there a refrigerator in the image?,no,no,no,1.0,Stage 1,No,"[0.998289167981012, 0.9982880970327586]"
7839,Is there a refrigerator in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9983407259987428, 0.998339893018156]"
7840,Is there a tennis racket in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9799465538071228, 0.9799429325244108]"
7840,Is there a tennis racket in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9843111635254456, 0.9843084648260833]"
7841,Is there a tv in the image?,no,no,no,1.0,Stage 1,No,"[0.9923937321709227, 0.9923931407574034]"
7841,Is there a tv in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9913856984184816, 0.991385107605696]"
7842,Is there a backpack in the image?,yes,yes,no,0.0,Stage 1,No,"[0.768999457459314, 0.7689970740673602]"
7842,Is there a backpack in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.7878466249512268, 0.7878443709827371]"
7843,Is there a carrot in the image?,no,no,no,1.0,Stage 1,No,"[0.991904080014093, 0.9918969854624424]"
7843,Is there a carrot in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9873234630631044, 0.9873192260292074]"
7844,Is there a clock in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9449360371635986, 0.944913170291899]"
7844,Is there a clock in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9925026894615724, 0.9924819843412372]"
7845,Is there a donut in the image?,no,no,no,1.0,Stage 1,No,"[0.990549624066217, 0.9905421849541042]"
7845,Is there a donut in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9893011451767516, 0.9892956023830084]"
7846,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9924007655190064, 0.9923918928639808]"
7846,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9938806296394898, 0.9938728100718298]"
7847,Is there a baseball glove in the image?,no,no,no,1.0,Stage 1,No,"[0.9975167513893676, 0.9975155623564868]"
7847,Is there a baseball glove in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9942507744835448, 0.9942493522958284]"
7848,Is there a keyboard in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.986733377079828, 0.9867272605336886]"
7848,Is there a keyboard in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9860907794045044, 0.9860805525503452]"
7849,Is there a tennis racket in the image?,no,no,no,1.0,Stage 1,No,"[0.9972725511597228, 0.997271719070384]"
7849,Is there a tennis racket in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9960950017975404, 0.9960944081782624]"
7850,Is there a mouse in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9944198728607728, 0.9944115748741555]"
7850,Is there a mouse in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9532219768570496, 0.9532162953066396]"
7851,Is there a bird in the image?,no,no,no,1.0,Stage 1,No,"[0.991390824417932, 0.9913872790271958]"
7851,Is there a bird in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9894729257629944, 0.989469269276642]"
7852,Is there a laptop in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9751545191811156, 0.9751524268240374]"
7852,Is there a laptop in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.947307288746698, 0.947305256140509]"
7853,Is there a baseball bat in the image?,no,no,no,1.0,Stage 1,No,"[0.9973551035927368, 0.9973534391765656]"
7853,Is there a baseball bat in the image?,no,no,no,1.0,Stage 2,['No'],"[0.99655020246969, 0.996548539396762]"
7854,Is there a tv in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9683378339813782, 0.9683364488598292]"
7854,Is there a tv in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9715219141052795, 0.9715209876869344]"
7855,Is there a parking meter in the image?,no,no,no,1.0,Stage 1,No,"[0.995080828766687, 0.995078812277258]"
7855,Is there a parking meter in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9898051024483276, 0.9898034506318254]"
7856,Is there a mouse in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.5427893401192261, 0.5427831931480019]"
7856,Is there a mouse in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8243716360138489, 0.8243582710013265]"
7857,Is there a zebra in the image?,no,no,no,1.0,Stage 1,No,"[0.9896348119782044, 0.9896289133940251]"
7857,Is there a zebra in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9814048410461976, 0.981403203248304]"
7858,Is there a laptop in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8458696008728577, 0.8458672817406186]"
7858,Is there a laptop in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9111030698822572, 0.9110998116148774]"
7859,Is there a cell phone in the image?,no,no,no,1.0,Stage 1,No,"[0.9808475972221924, 0.980845375723518]"
7859,Is there a cell phone in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9819814563797546, 0.9819791152517174]"
7860,Is there a wine glass in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9901122451828552, 0.9901076420893508]"
7860,Is there a wine glass in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9072429538773132, 0.9072390605036702]"
7861,Is there a book in the image?,no,no,no,1.0,Stage 1,No,"[0.9899699092911316, 0.989968729254033]"
7861,Is there a book in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9817084075020386, 0.9817075883988768]"
7862,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9889963866280151, 0.9889893128735175]"
7862,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9899661541985108, 0.9899633219816212]"
7863,Is there a truck in the image?,no,no,no,1.0,Stage 1,No,"[0.9899617434547974, 0.9899574950988932]"
7863,Is there a truck in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9816980362938476, 0.981695344758932]"
7864,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.988986611466272, 0.988978123024995]"
7864,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.96427321444021, 0.9642668922687718]"
7865,Is there a skis in the image?,no,no,no,1.0,Stage 1,No,"[0.9949076772736144, 0.994904119305984]"
7865,Is there a skis in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9882566333817078, 0.9882525101525428]"
7866,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9333804250763488, 0.9333733040421762]"
7866,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9811340571449828, 0.9811289109901644]"
7867,Is there a broccoli in the image?,no,no,no,1.0,Stage 1,No,"[0.9935601950691773, 0.9935547468547042]"
7867,Is there a broccoli in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9957541228340698, 0.9957493748079832]"
7868,Is there a surfboard in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.5350364447640015, 0.5350345313780712]"
7868,Is there a surfboard in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.5963581205414368, 0.5963549214868186]"
7869,Is there a cell phone in the image?,no,no,no,1.0,Stage 1,No,"[0.9160391093300416, 0.91603255739936]"
7869,Is there a cell phone in the image?,no,no,no,1.0,Stage 2,['No'],"[0.911099135975702, 0.9110939227157376]"
7870,Is there a kite in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.948865532975061, 0.9488568233238206]"
7870,Is there a kite in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.95180481682287, 0.951792789736594]"
7871,Is there a microwave in the image?,no,no,no,1.0,Stage 1,No,"[0.9945896864937378, 0.9945864853562888]"
7871,Is there a microwave in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9957077504204346, 0.9957047830796673]"
7872,Is there a sink in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.6038472057388855, 0.603846629925699]"
7872,Is there a sink in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8557876945541931, 0.8557858583185965]"
7873,Is there a toaster in the image?,no,no,no,1.0,Stage 1,No,"[0.8417150379227234, 0.8417129308616097]"
7873,Is there a toaster in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9531897903488707, 0.9531878587498688]"
7874,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9907127023743224, 0.990709159408672]"
7874,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9928585291908814, 0.9928573457105684]"
7875,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9899577499435974, 0.9899570419696327]"
7875,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.992745578389032, 0.992745105110326]"
7876,Is there a spoon in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.5155383945511414, 0.5155366123506885]"
7876,Is there a spoon in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.5311256052063538, 0.5311249087932997]"
7877,Is there a skateboard in the image?,no,no,no,1.0,Stage 1,No,"[0.9930739403770996, 0.993071691187268]"
7877,Is there a skateboard in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9940611721085144, 0.9940597501920072]"
7878,Is there a truck in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9304130674408508, 0.9304058581316428]"
7878,Is there a truck in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7930315137909485, 0.7930285832318278]"
7879,Is there a wine glass in the image?,no,no,no,1.0,Stage 1,No,"[0.9923872948692872, 0.9923845740274851]"
7879,Is there a wine glass in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9929526449249816, 0.9929514613324834]"
7880,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9304094911621644, 0.9304000636115785]"
7880,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.984548568825586, 0.9845361279864864]"
7881,Is there a cake in the image?,no,no,no,1.0,Stage 1,No,"[0.9983013869331908, 0.99829234251629]"
7881,Is there a cake in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9980120659874512, 0.9980064743887128]"
7882,Is there an airplane in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9833085537956788, 0.9833012862841348]"
7882,Is there an airplane in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9773221016930176, 0.977314412403105]"
7883,Is there a backpack in the image?,no,no,no,1.0,Stage 1,No,"[0.97193706045614, 0.9719347432748046]"
7883,Is there a backpack in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9838042856262756, 0.9838015883166272]"
7884,Is there a banana in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.99932861338125, 0.9993202744334008]"
7884,Is there a banana in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9988118411110474, 0.9988066022343296]"
7885,Is there a snowboard in the image?,no,no,no,1.0,Stage 1,No,"[0.9952216745422912, 0.9952185900104256]"
7885,Is there a snowboard in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9917809368179872, 0.991779163474652]"
7886,Is there a bowl in the image?,yes,yes,no,0.0,Stage 1,Yes,"[0.6260382534073425, 0.6260346712503262]"
7886,Is there a bowl in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.503818154435022, 0.5038179142461867]"
7887,Is there a stop sign in the image?,no,no,no,1.0,Stage 1,No,"[0.988820493321283, 0.9888147174673284]"
7887,Is there a stop sign in the image?,no,no,no,1.0,Stage 2,['No'],"[0.986753523449762, 0.98674940649191]"
7888,Is there a cup in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7340279818581177, 0.7340251818369852]"
7888,Is there a cup in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8976163269089295, 0.8976151499524403]"
7889,Is there a tv in the image?,no,no,no,1.0,Stage 1,No,"[0.9880897403763368, 0.9880862067908668]"
7889,Is there a tv in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9945045114563538, 0.9945019033639264]"
7890,Is there a tv in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9495702386902404, 0.9495674088453592]"
7890,Is there a tv in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.7980290652321411, 0.7980275431922975]"
7891,Is there a skateboard in the image?,no,no,no,1.0,Stage 1,No,"[0.9941601754234864, 0.9941573312078252]"
7891,Is there a skateboard in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9951514006661012, 0.9951491467710784]"
7892,Is there a clock in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9870932699249816, 0.9870566744399007]"
7892,Is there a clock in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9960727692650392, 0.9960607765108028]"
7893,Is there a laptop in the image?,no,no,no,1.0,Stage 1,No,"[0.9731884599731996, 0.9731864878477348]"
7893,Is there a laptop in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9625954032944276, 0.9625941411372314]"
7894,Is there a person in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9939764739082886, 0.9939729192708076]"
7894,Is there a person in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9783495665596558, 0.9783459511784312]"
7895,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9942401648567748, 0.9942392167748894]"
7895,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9854419232414796, 0.9854412184970344]"
7896,Is there an orange in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.7688650489853455, 0.768856616723457]"
7896,Is there an orange in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6956884265945984, 0.6956832848477361]"
7897,Is there a bowl in the image?,no,no,no,1.0,Stage 1,No,"[0.9811089635895324, 0.9811058058404754]"
7897,Is there a bowl in the image?,no,no,no,1.0,Stage 2,['No'],"[0.988799810509546, 0.9887961565106154]"
7898,Is there a bed in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9796289802597596, 0.9796226741904854]"
7898,Is there a bed in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9776763917015624, 0.977672429163656]"
7899,Is there a giraffe in the image?,no,no,no,1.0,Stage 1,No,"[0.967849373917444, 0.9678429129225984]"
7899,Is there a giraffe in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9743821621941162, 0.9743736829469672]"
7900,Is there a book in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8855404854820801, 0.8855372130664177]"
7900,Is there a book in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9488282800720764, 0.9488233033645715]"
7901,Is there a pizza in the image?,no,no,no,1.0,Stage 1,No,"[0.9852184654282166, 0.985211301247946]"
7901,Is there a pizza in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9819540978478029, 0.9819476597532276]"
7902,Is there a snowboard in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.596339762310846, 0.5963336486958919]"
7902,Is there a snowboard in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7430609465645386, 0.7430558975920952]"
7903,Is there a cell phone in the image?,no,no,no,1.0,Stage 1,No,"[0.9098359943436218, 0.9098304629285784]"
7903,Is there a cell phone in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9380678535507752, 0.9380631569356824]"
7904,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9948179126785828, 0.9948123389758442]"
7904,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9928386808441712, 0.992835958764798]"
7905,Is there a boat in the image?,no,no,no,1.0,Stage 1,No,"[0.9978756905602052, 0.9978730736268456]"
7905,Is there a boat in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9969622493790222, 0.9969607044656196]"
7906,Is there a skis in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6332951189087463, 0.6332896078618082]"
7906,Is there a skis in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6618105174110962, 0.6618065727791973]"
7907,Is there a mouse in the image?,no,no,no,1.0,Stage 1,No,"[0.993585169415338, 0.9935480963604824]"
7907,Is there a mouse in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9942458272980286, 0.9942150113293884]"
7908,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9683355690048768, 0.9683243719459732]"
7908,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9653325081871582, 0.9653244529215178]"
7909,Is there a vase in the image?,no,no,no,1.0,Stage 1,No,"[0.996755302052362, 0.996752806879718]"
7909,Is there a vase in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9944128395126892, 0.9944120098093936]"
7910,Is there an orange in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.8612632752464844, 0.8612528029331286]"
7910,Is there an orange in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6439105869339539, 0.6439070560326592]"
7911,Is there a broccoli in the image?,no,no,no,1.0,Stage 1,No,"[0.9921363593147828, 0.9921290265580234]"
7911,Is there a broccoli in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9900842906044556, 0.9900811039678524]"
7912,Is there an umbrella in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9747581482933594, 0.9747453663659376]"
7912,Is there an umbrella in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9731552601860596, 0.97315340413702]"
7913,Is there a sports ball in the image?,no,no,no,1.0,Stage 1,No,"[0.995780110459192, 0.9957784486714168]"
7913,Is there a sports ball in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9917824269341065, 0.9917817176552136]"
7914,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9333576561020448, 0.9333544295131913]"
7914,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9441206456230712, 0.9441189574982122]"
7915,Is there a frisbee in the image?,no,no,no,1.0,Stage 1,No,"[0.9945909977959227, 0.9945879152187396]"
7915,Is there a frisbee in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9977329970406128, 0.9977310941157184]"
7916,Is there a fork in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9632049799965454, 0.9631984351829286]"
7916,Is there a fork in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9283732772873474, 0.9283628743326152]"
7917,Is there a cake in the image?,no,no,no,1.0,Stage 1,No,"[0.996947705845697, 0.9969397433017336]"
7917,Is there a cake in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9961519838379456, 0.9961490151733038]"
7918,Is there a cup in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9457175136612488, 0.9457164991110044]"
7918,Is there a cup in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.7023905516670776, 0.7023903842743594]"
7919,Is there a bicycle in the image?,no,no,no,1.0,Stage 1,No,"[0.99358868608938, 0.9935828823836714]"
7919,Is there a bicycle in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9928393364952636, 0.9928325903212468]"
7920,Is there a dog in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.995226264099939, 0.9952162984213272]"
7920,Is there a dog in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9948368073509766, 0.9948281501038616]"
7921,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9962102175758912, 0.9962055861325332]"
7921,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9971774817513062, 0.997172964683896]"
7922,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9822626114891602, 0.9822452815528324]"
7922,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9861282111214232, 0.9861094023170835]"
7923,Is there a sandwich in the image?,no,no,no,1.0,Stage 1,No,"[0.9974600673721864, 0.9974545977726568]"
7923,Is there a sandwich in the image?,no,no,no,1.0,Stage 2,['No'],"[0.99753999720083, 0.997534764995072]"
7924,Is there a skis in the image?,yes,yes,no,0.0,Stage 1,Yes,"[0.7662218810127808, 0.7662171313695672]"
7924,Is there a skis in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.6405394078301025, 0.6405315429946397]"
7925,Is there a keyboard in the image?,no,no,no,1.0,Stage 1,No,"[0.9905489088104796, 0.9905443036868988]"
7925,Is there a keyboard in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9932757617043092, 0.993270433457232]"
7926,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9932674170540404, 0.993261378411508]"
7926,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9892978669212892, 0.9892949186828222]"
7927,Is there an oven in the image?,no,no,no,1.0,Stage 1,No,"[0.9789963961647584, 0.9789956960298688]"
7927,Is there an oven in the image?,no,no,no,1.0,Stage 2,['No'],"[0.976266622643335, 0.9762656917005575]"
7928,Is there a car in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.5774490834282471, 0.5774473625536173]"
7928,Is there a car in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9046146274612976, 0.9046129021362862]"
7929,Is there a bird in the image?,no,no,no,1.0,Stage 1,No,"[0.992734432320459, 0.9927296986930768]"
7929,Is there a bird in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9875208140419556, 0.987516929326104]"
7930,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7400845290230347, 0.7400819705734667]"
7930,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8417366744087769, 0.8417348683219935]"
7931,Is there a laptop in the image?,no,no,no,1.0,Stage 1,No,"[0.9856941104935242, 0.985692700545358]"
7931,Is there a laptop in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9931865931557252, 0.9931854092843622]"
7932,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9894451499985292, 0.9894371294258436]"
7932,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9917343855904176, 0.9917274104764509]"
7933,Is there a microwave in the image?,no,no,no,1.0,Stage 1,No,"[0.9934832454727722, 0.9934801663288918]"
7933,Is there a microwave in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9929561615990234, 0.9929526106103616]"
7934,Is there a bottle in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9944995642708374, 0.9944956521019324]"
7934,Is there a bottle in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9847565294312072, 0.9847545338635366]"
7935,Is there a carrot in the image?,no,no,no,1.0,Stage 1,No,"[0.9889540673302246, 0.9889454612757612]"
7935,Is there a carrot in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9727042318390442, 0.9726917087552291]"
7936,Is there an umbrella in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.99338561306463, 0.993373534243064]"
7936,Is there an umbrella in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9950941802071168, 0.9950912146948696]"
7937,Is there a skateboard in the image?,no,no,no,1.0,Stage 1,No,"[0.9984662533806395, 0.9984647061366012]"
7937,Is there a skateboard in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9981794358299804, 0.9981778890304004]"
7938,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9735645652817322, 0.973555280743876]"
7938,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9804826975868774, 0.980477437965865]"
7939,Is there a surfboard in the image?,no,no,no,1.0,Stage 1,No,"[0.9913962484406068, 0.9913927030304732]"
7939,Is there a surfboard in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9896402956055236, 0.9896372283722574]"
7940,Is there a spoon in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6687973142670227, 0.6687951617088799]"
7940,Is there a spoon in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6925526858376099, 0.6925504568215964]"
7941,Is there a vase in the image?,no,no,no,1.0,Stage 1,No,"[0.9888005257652832, 0.9887981683799996]"
7941,Is there a vase in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9827716947601868, 0.9827693517481536]"
7942,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8005788923309876, 0.8005765065000209]"
7942,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9135541916893556, 0.9135517958894954]"
7943,Is there a pizza in the image?,no,no,no,1.0,Stage 1,No,"[0.8265920878456665, 0.8265856829937156]"
7943,Is there a pizza in the image?,no,no,no,1.0,Stage 2,['No'],"[0.6296367050217224, 0.6296317512207635]"
7944,Is there a truck in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9059571624802184, 0.9059520866408582]"
7944,Is there a truck in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9218735695885254, 0.921865986864076]"
7945,Is there a mouse in the image?,no,no,no,1.0,Stage 1,No,"[0.9945878983543944, 0.9945715366057406]"
7945,Is there a mouse in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9905473590897156, 0.9905367317685454]"
7946,Is there a person in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9380674363182616, 0.9380630751843158]"
7946,Is there a person in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8030738831566406, 0.8030699581483982]"
7947,Is there a dog in the image?,no,no,no,1.0,Stage 1,No,"[0.982250988583429, 0.9822396306177308]"
7947,Is there a dog in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9816956521080566, 0.9816852367817556]"
7948,Is there a car in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9799357653664184, 0.97992805551295]"
7948,Is there a car in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9843000770615172, 0.9842957356645704]"
7949,Is there a microwave in the image?,no,no,no,1.0,Stage 1,No,"[0.9902490974472596, 0.9902457922333257]"
7949,Is there a microwave in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9911051393555236, 0.9911034853694808]"
7950,Is there a wine glass in the image?,yes,yes,no,0.0,Stage 1,No,"[0.951065957646234, 0.9510627832162212]"
7950,Is there a wine glass in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.740040123562677, 0.7400386239025057]"
7951,Is there a vase in the image?,no,no,no,1.0,Stage 1,No,"[0.9171955586479736, 0.9171924972692272]"
7951,Is there a vase in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8773309589432312, 0.8773275076929539]"
7952,Is there a teddy bear in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9906930328415466, 0.9906808686599172]"
7952,Is there a teddy bear in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9723663927124572, 0.972355612704756]"
7953,Is there a train in the image?,no,no,no,1.0,Stage 1,No,"[0.6722110510872437, 0.6722068040629678]"
